State,District,Taluka,Locality,Street,Landmark,Facility Name,Facility Type,Latitude,longitude,Region Indicator,Operational Status,Ownership Authority
Telangana,Medchal Malkajgiri,Shamirpet,Keshavaram,G.P.O  raod,Z.P.H.S opp,SubCentre Keshavaram,SubCentre,17.63686499,78.65574986,Rural,Functional,State Government
Telangana,Medchal Malkajgiri,Qutballapur,"G.P Office ,kompally","G.P Office ,kompally",G.P Office,SubCentre Kompally,SubCentre,17.54459309,78.48938785,Rural,Functional,State Government
Telangana,Medchal Malkajgiri,Uppal,Mohan ngar Main Road,Mohan nagar Mian Road,Mohan nagar Mian Road,SubCentre Kothapaet-I (Urban),SubCentre,17.37390365,78.54917228,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Balanagar,BALA NAGAR,IIIrd PHASE -1,KPHB COLONY,SubCentre KPHB Colony (Urban),SubCentre,17.4870339,78.39292288,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Balanagar,BALA NAGAR,KUKATPALLY,,SubCentre Kukatpally (Urban),SubCentre,17.49730243,78.39082807,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Keesara,ECIL Road,Kushaiguda,Near Bus Stop,SubCentre Kushaiguda (Urban),SubCentre,17.487175,78.578605,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Shamirpet,lalgadimalakpet,main raod,opp G.P.office,SubCentre Lalgadimalakpet,SubCentre,17.65673017,78.59950125,Rural,Functional,State Government
Telangana,Medchal Malkajgiri,Shamirpet,laxmapur,main road,Bus stand near  in govt school,SubCentre Laxmapur,SubCentre,17.66321681,78.70178059,Rural,Functional,State Government
Telangana,Medchal Malkajgiri,Uppal,besid uppal,community Hall vijayapuri,near uppalamma  temple,SubCentre Laxminagar (Urban),SubCentre,17.39835358,78.56634915,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Balanagar,BALA NAGAR,COMMUNITTY HALL,OLD BOWENPALLY,SubCentre Malikarjun Nagar (Urban),SubCentre,17.51801167,78.44496042,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Malkajgiri,MALKAJGIRI,GEETHA NAGAR,NEAR TEMPLE,SubCentre Malkajigiri (Urban),SubCentre,17.45072358,78.53501558,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Medchal,Near MRO office,old G.P.office,Near MRO office,SubCentre Medchal - I,SubCentre,17.63085926,78.48621614,Rural,Functional,State Government
Telangana,Medchal Malkajgiri,Medchal,Near Market old hospital,"lig 144 housing board colony,medchal,rangareddy districttelangana state",Near Market old hospital,SubCentre Medchal -II,SubCentre,17.63276491,78.48283589,Rural,Functional,State Government
Telangana,Medchal Malkajgiri,Malkajgiri,MIRJAL GUDA,MIRJAL GUDA,NEAR DHARGA,SubCentre Mirjalguda (Urban),SubCentre,17.44405021,78.53123903,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Malkajgiri,MOULA ALI,MOULA ALI,KAMAN,SubCentre Moula Ali (Urban),SubCentre,17.45703338,78.55519786,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Qutballapur,NTR nagar,"NTR nagar,ward no 26","Srinivasnagar busstop,Navodaya school",SubCentre N.T.R. nager (Urban),SubCentre,17.50962185,78.42560023,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Uppal,Ambedkar Nagar Nacharam,Near Carpenter shop,Near Carpenter shop,SubCentre Nacharam (Urban),SubCentre,17.43066179,78.54971141,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Uppal,Bandla guda Nagole,Nagole Govt school,Nagole Govt school,SubCentre Nagole (Urban),SubCentre,17.37450265,78.56204286,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Qutballapur,Seetharamnagar,ZPHS school veedhi,ZPHS schooL,SubCentre Nizampet,SubCentre,17.51964355,78.37871522,Rural,Functional,State Government
Telangana,Medchal Malkajgiri,Medchal,G.P.office,BC.COLONEY,G.P.office,SubCentre Nuthankal,SubCentre,17.68337296,78.44340339,Rural,Functional,State Government
Telangana,Medchal Malkajgiri,Medchal,Kumarri Basthi road,Kumarri Basthi road,Near Pochamma temple,SubCentre Pudur,SubCentre,17.61995282,78.52740146,Rural,Functional,State Government
Telangana,Medchal Malkajgiri,Qutballapur,"Gardenbasthi,old post office,Quthbullapur",venugopalswamytemple veedhi,venugopalswamytemple,SubCentre Quthbullapur - I (Urban),SubCentre,17.50332411,78.46026242,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Uppal,indiranagar Ramanthapur,indiranagar Ramanthapur,Ramanthapur janda,SubCentre Ramanthapur-A (Urban),SubCentre,17.39835358,78.53922129,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Uppal,Beside  Monday market,RTC Colony E-seva,RTC Colony E-seva,SubCentre Ramanthapur-B (Urban),SubCentre,17.39307071,78.53511214,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Malkajgiri,R K PURAM,R K PURAM,GOVT SCHOOL,SubCentre Ramkirshnapuram (Urban),SubCentre,17.47736089,78.52923408,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Keesara,Near Bus Stop,GP Area,Opp : Rampally Bus stop,SubCentre Rampally,SubCentre,17.46913038,78.64214972,Rural,Functional,State Government
Telangana,Medchal Malkajgiri,Medchal,G.P.office,MUSLIM BASTHI,G.P.office,SubCentre Ravalkole,SubCentre,17.65859594,78.52559835,Rural,Functional,State Government
Telangana,Medchal Malkajgiri,Malkajgiri,S P NAGAR,S P NAGAR,NEAR BUSTOP,SubCentre S.P.Nager (Urban),SubCentre,17.45092828,78.5420537,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Shamirpet,Shamerpet,Beside phc.shamerpet,Beside phc.shamerpet,SubCentre Shamirpet,SubCentre,17.59371612,78.57021086,Rural,Functional,State Government
Telangana,Medchal Malkajgiri,Qutballapur,"Shapurnagar,Ramaram road","Water tank,Balaiah hotel veedhi,Ramaram road","Water tank,Balaiah hotel,Ramaram road",SubCentre Shapur nager (Urban),SubCentre,17.51420049,78.44269931,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Medchal,Near Primary School,Near Primary School,Near Primary School,SubCentre Srirangavaram,SubCentre,17.65590208,78.42529714,Rural,Functional,State Government
Telangana,Medchal Malkajgiri,Qutballapur,NTR  road,Suraram colony,"Siddhardha school, & also nearby 2nd Omjenda",SubCentre Suraramcolony (Urban),SubCentre,17.545342,78.4235,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Shamirpet,Dwakra building,Thumkunta,Dwakra building,SubCentre Thumukunta,SubCentre,17.56431755,78.55320632,Rural,Functional,State Government
Telangana,Medchal Malkajgiri,Shamirpet,Turkaplly,,,SubCentre Thurkapally,SubCentre,17.67094526,78.59393567,Rural,Functional,State Government
Telangana,Medchal Malkajgiri,Shamirpet,uddamari,ushasharpally raod,near library uddamari,SubCentre Uddamary,SubCentre,17.61621536,78.67705196,Rural,Functional,State Government
Telangana,Medchal Malkajgiri,Uppal,Beerappagadda,beerappagadda,Near Masjeed,SubCentre Uppal (Urban),SubCentre,17.40494672,78.56557131,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Qutballapur,Venkateswarnagar,Satyagnan school veedhi,Ngo urban health centre (new)/Satyagnanschool,SubCentre Venkateshnager (Urban),SubCentre,17.49497,78.41124,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Malkajgiri,VINAYAK NAGAR,VINAYAK NAGAR,NEAR SHIVA TEMPLE,SubCentre Vinayaknagar (Urban),SubCentre,17.4692706,78.5390818,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Balanagar,BALA NAGAR,COMMUNITTY HALL,YELLAMMA BANDA,SubCentre VV Nagar (Urban),SubCentre,17.5053976,78.4083949,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Qutballapur,Bhagathsinghnagar,"Road no -13,Bhagathsinghnagar",Road no 15 near  ration shop,"SubCentre, Bhagathsing Nagar (Urban)",SubCentre,17.49468802,78.44525278,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Qutballapur,"side by G.P office,Bowrampet",B.C colony veedhi,G.P Office,"SubCentre, Bowrampet",SubCentre,17.56212349,78.39856893,Rural,Functional,State Government
Telangana,Medchal Malkajgiri,Keesara,Near SBH,BC Colony,Near SBH Bank,"SubCentre, Cheeriyal",SubCentre,17.51452278,78.62871319,Rural,Functional,State Government
Telangana,Medchal Malkajgiri,Qutballapur,near dundigal busstop/AWC,G.P Office veedhi,G.P Office,"SubCentre, Dundigal",SubCentre,17.57379925,78.42290461,Rural,Functional,State Government
Telangana,Medchal Malkajgiri,Balanagar,BALA NAGAR,WARD OFFICE,FATHE NAGAR,"SubCentre, Fatehnagar (Urban)",SubCentre,17.45939757,78.44930023,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Medchal,II word,UPS road,UPS,"SubCentre, Gundlapochampally",SubCentre,17.5649532,78.4935686,Rural,Functional,State Government
Telangana,Medchal Malkajgiri,Balanagar,BALA NAGAR,Harjanbasthi,HASMATHPET,"SubCentre, Hasmathpet (Urban)",SubCentre,17.4733907,78.4872136,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Balanagar,BALA NAGAR,PRAGATHI NAGAR,JAGATHGIRIGUTTA,"SubCentre, Jagadgirigutta (Urban)",SubCentre,17.50603047,78.41881424,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Keesara,GP Area,Gram Panchayat,Gram Panchayat,"SubCentre, Keesara",SubCentre,17.52393547,78.66645724,Rural,Functional,State Government
Telangana,Medchal Malkajgiri,Balanagar,BALA NAGAR,COMMUNITTY HALL,JANATHA NAGAR,"SubCentre, Moosapet (Urban)",SubCentre,17.46814279,78.4243302,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Balanagar,BALA NAGAR,WARD OFFICE,MUSKIPET,"SubCentre, Muskipet (Urban)",SubCentre,17.46895128,78.42083126,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Keesara,Near Bus Stop,"Old Village, Gp Area",Near Deccan Grameena Bank,"SubCentre, Nagaram",SubCentre,17.48920328,78.61308664,Rural,Functional,State Government
Telangana,Medchal Malkajgiri,Keesara,North Kamalanagar,Round Building,Lions Club,"SubCentre, North Kamlanagar (Urban)",SubCentre,17.47470783,78.56856197,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Qutballapur,nearby chinthel busstop,Saiswaroop hospital veedhi,Saiswaroop hospital,"SubCentre, Quthubullapur - II (Urban)",SubCentre,17.50142093,78.47238868,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Balanagar,BALA NAGAR,RAJU COLONY,RAJU COLONY,"SubCentre, Raju Colony (Urban)",SubCentre,17.4661189,78.4531696,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Qutballapur,"near near watertank balaiah hotel, Ramaram road","Balaiah hotel veedhi,Ramaram road road","Water tank  ,Balaiah hotel,Ramaram road",Urban  Primary Health Centre  Shapur Nagar (Urban),Urban Health Centre (UPHC),17.51420049,78.44269931,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Uppal,RAMANTHAPUR,VENKATREDDY NAGAR,NEAR KANYAKAPARAMESHWARI TEMPLE,Urban  Primary Health Centre Venkatreddy Nagar (Urban),Urban Health Centre (UPHC),17.38611879,78.52827385,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Balanagar,Parvathnagar,"Allapur, Parvathnagar",Near Parvathnagar Auto stand,Urban Health Centre  Parvathnagar  (Urban),Urban Health Centre (UPHC),17.45694638,78.39942455,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,,Deenabandu colony,Deenabandu colony,Deenabandu colony,"Urban Primary Health Center, Deenabandu colony",Urban Health Centre (UPHC),17.4973249,78.4229945,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,,Devender Nagar,Devender Nagar,Devender Nagar,"Urban Primary Health Center, Devender Nagar",Urban Health Centre (UPHC),17.5794279,78.3629704,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,,"Jeedimetla, Quthbullapur","Jeedimetla, Quthbullapur","Jeedimetla, Quthbullapur","Urban Primary Health Center, Jeedimetla, Quthbullapur",Urban Health Centre (UPHC),17.5141338,78.4250457,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Malkajgiri,UHC VINAYAKNAGAR,UHC VINAYAKNAGAR,NEAR/NERADMET-X ROAD,Urban Primary Health Centre  Vinayaknagar (Urban),Urban Health Centre (UPHC),17.46869543,78.54072332,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Uppal,FCI ROAD,SURYANAGAR  COLONY,NEAR NOVA,Urban Primary Health Centre Mallapur (Urban),Urban Health Centre (UPHC),17.44576975,78.57662737,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Qutballapur,Quthbullapur,CPR COLONY,BESIDE MASJID,Urban Primary Health Centre Quthbullapur Village,Urban Health Centre (UPHC),17.50085048,78.45781222,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Uppal,"Sri Sai Colony, Road No.2, Boduppal.","Sri Sai Colony, Road No.2,","Sri Sai Colony, Road No.2,","Urban Primary Health Centre, Boduppal",Urban Health Centre (UPHC),17.39189,78.55901,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Ghatkesar,"Pedda Cherlapally, Kapra","Pedda Cherlapally, Kapra","Pedda Cherlapally, Kapra","Urban Primary Health Centre, Cherlapally",Urban Health Centre (UPHC),17.46191,78.59572,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,,"Shiva Sai Hills, Gajularamaram","Shiva Sai Hills, Gajularamaram","Shiva Sai Hills, Gajularamaram","Urban Primary Health Centre, Gajula Ramaram",Urban Health Centre (UPHC),17.51814,78.43598,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Medchal,Hasmathpet,Hasmathpet,Hasmathpet,"Urban Primary Health Centre, Hasmathpet",Urban Health Centre (UPHC),17.48335,78.38707,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,,Jagadgirigutta,"Hanuman Nagar, near St.Pauls High School","Opp.Dheena Bhandu Colony,","Urban Primary Health Centre, Jagadgirigutta",Urban Health Centre (UPHC),17.49077,78.44124,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,,"new Maruthinagar, Kothape","new Maruthinagar, Kothape","new Maruthinagar, Kothape","Urban Primary Health Centre, Kothapet",Urban Health Centre (UPHC),17.30977,78.48692,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,,"Sub Centre, Kukatpally, near Kukatpally busstop","Sub Centre, Kukatpally, near Kukatpally busstop",near Kukatpally busstop,"Urban Primary Health Centre, Kukatpally",Urban Health Centre (UPHC),17.49479,78.39964,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,,Macha Bollaram,Macha Bollaram,Macha Bollaram,"Urban Primary Health Centre, Macha Bollaram",Urban Health Centre (UPHC),17.52717,78.53679,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,,"Mahila Mandal building, Janatha Nagar, Multi skill building","Mahila Mandal building, Janatha Nagar, Multi skill building","Mahila Mandal building, Janatha Nagar, Multi skill building","Urban Primary Health Centre, Moosapet",Urban Health Centre (UPHC),17.48067,78.41983,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,,"Meghan Akash Arcade, Moulali","Meghan Akash Arcade, Moulali","Meghan Akash Arcade, Moulali","Urban Primary Health Centre, Moulali",Urban Health Centre (UPHC),17.4365,78.54388,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,,Nagole,Nagole,Nagole,"Urban Primary Health Centre, Nagole",Urban Health Centre (UPHC),17.49797,78.46225,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,,"Radha Krishna Colony, Peerjadiguda","Radha Krishna Colony, Peerjadiguda","Radha Krishna Colony, Peerjadiguda","Urban Primary Health Centre, Peerjadiguda",Urban Health Centre (UPHC),17.40778,78.60228,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,,"Dwarakimai Colony, old Safilguda, Malkajgiri","Dwarakimai Colony, old Safilguda, Malkajgiri","Dwarakimai Colony, old Safilguda, Malkajgiri","Urban Primary Health Centre, Safilguda",Urban Health Centre (UPHC),17.5011,78.38516,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,,"Subhashnagar, Thirumulgery, Secunderabad","Subhashnagar, Thirumulgery, Secunderabad","Subhashnagar, Thirumulgery, Secunderabad","Urban Primary Health Centre, Subahs Nagar",Urban Health Centre (UPHC),17.41391,78.5857,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,,"Rajiv Ghruka Kalp Suraram Colony, School Building,Suraram Colony","Rajiv Ghruka Kalp Suraram Colony, School Building","Rajiv Ghruka Kalp Suraram Colony, School Building","Urban Primary Health Centre, Suraram Colony",Urban Health Centre (UPHC),17.53962,78.43749,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,,"Community hall (Gym) near water tank, ZPHS High school, Yellamma Banda","Community hall (Gym) near water tank, ZPHS High school","near water tank, ZPHS High school","Urban Primary Health Centre, Yellamma Banda",Urban Health Centre (UPHC),17.51228,78.4084,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Malkajgiri,Ekalavya Nagar,Ekalavya Nagar,Hunman Temple,Urban Primatry Health Centre Ekalavya Nagar,Urban Health Centre (UPHC),17.45711014,78.53104055,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,,"Valvarnagar, Nacharam","Valvarnagar, Nacharam","Valvarnagar, Nacharam","Valvarnagar, Nacharam (Basthi Dawakhana)",Urban health and wellness center (UHWC),17.457747,78.570135,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,,"Keesara, Telangana",Nagaram.,"Venkateswara nagar colony,",Venkateshwara Nagar Community Hall,Urban health and wellness center (UHWC),17.4883022,78.5978398,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,,"Allwyn Colony, Kukatpally Circle,","Venkateshwara Colony, Venkateshwara Nagar,",,"Venkateswarara, CH, Kukatpally (Basti Dawakhana)",Urban health and wellness center (UHWC),17.438945,78.382742,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Kapra,"Medchal, Telangana",Balaji Nagar,vikalangula colony,"Vikalangula Colony, (Jawaharnagar Hua)",Urban health and wellness center (UHWC),17.5219,78.5571,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,,Ramanthapur,"Viveka Nagar, Ramanthapur","Viveka Nagar, Ramanthapur","Viveka Nagar, Ramanthapur (Basthi Dawakhana)",Urban health and wellness center (UHWC),17.3959,78.52905,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,,"Secunderabad, Telangana","Mallapur,",,"Vivekanandanagar, Kapra (Basti Dawakhana)",Urban health and wellness center (UHWC),17.441526,78.570953,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Uppal,"Bowenpally, Secunderabad",Icrisat Colony,Icrisat Colony,Ward Office At Bowenpally (Basti Dawakhana),Urban health and wellness center (UHWC),17.4639957,78.4866966,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,,"Ferozguda, Bowenpally",BHEL R&D Twp,Ferozguda,Ward Office At Feerozguda (Basti Dawakhana),Urban health and wellness center (UHWC),17.465909,78.4600974,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,,"Kukatpally,",K P H B Phase 3,KPHB Phase III,Ward Office At Hydernagar (Basti Dawakhana),Urban health and wellness center (UHWC),17.4862778,78.3924488,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,,Balanagar,Balanagar,"JnURM housing, Shamshiguda, Rajularamarao road,",Yellammabanda (Basthi Dawakhana),Urban health and wellness center (UHWC),17.512275,78.408395,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,,"Zinkalwada, Moosapet","Zinkalwada, Moosapet",Zinkalwada,"Zinkalwada, Moosapet (Basthi Dawakhana)",Urban health and wellness center (UHWC),17.464966,78.424189,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,,"Habsiguda, Hyderabad",1-10 street no.1,Kakateeya Nagar,Zphs School Habsiguda (Basti Dawakhana),Urban health and wellness center (UHWC),17.418301,78.54157,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Ghatkesar,Gatkesar,Gatkesar,Gatkesar,"Community Health Centre, Ghatkesar",Community Health Center,17.4502323,78.68299842,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Ghatkesar,Edulabad village,Gram Panchayat Road,Beside Gram Panchayat Office,"Government Ayurvedic Dispensary, yedulabad",Ayurveda dispensary,17.25042,78.42365,Rural,Functional,State Government
Telangana,Medchal Malkajgiri,Ghatkesar,BESIDE MUSLIM BURIAL GROUND,OPP TO G.P ROAD,NEAR POND,"Primary Health Centre, Narapally",Urban Health Centre (UPHC),17.43012951,78.61240268,Rural,Functional,State Government
Telangana,Medchal Malkajgiri,Ghatkesar,ST AREA,MIG ROAD,NEAR KLR WATER TANK,"SubCentre, Annojiguda",SubCentre,17.43320034,78.65720361,Rural,Functional,State Government
Telangana,Medchal Malkajgiri,Ghatkesar,B.C AREA,MAIN ROAD,BESIDE GRAMA PANCHAYAT,"SubCentre, Aushapur",SubCentre,17.45978137,78.73672575,Rural,Functional,State Government
Telangana,Medchal Malkajgiri,Ghatkesar,NTR STATUE,LAXMINAGAR COLONY MAIN ROAD,NEAR HANUMAN TEMPLE,"SubCentre, Boduppal",SubCentre,17.41889,78.58028,Rural,Functional,State Government
Telangana,Medchal Malkajgiri,Ghatkesar,CHAKALI BASTI,MAIN ROAD,OLD GRAMA PANCHAYAT,"SubCentre, Chengicherla",SubCentre,17.43152163,78.60242486,Rural,Functional,State Government
Telangana,Medchal Malkajgiri,Ghatkesar,CHAKALI BASTI,B.C. COLONY,BC COMMUNITY HALL,"SubCentre, Edulabad",SubCentre,17.41756926,78.71104896,Rural,Functional,State Government
Telangana,Medchal Malkajgiri,Ghatkesar,CHAKALI BASTI,BROOKE BOND COLONY,OPP TO GRAMA PANCHAYAT,"SubCentre, Ghatkesar",SubCentre,17.45096922,78.6835295,Rural,Functional,State Government
Telangana,Medchal Malkajgiri,Ghatkesar,GANDHI NAGAR,S.C COLONY,COMMUNITY HALL,"SubCentre, Kondapur",SubCentre,17.4586351,78.68759573,Rural,Functional,State Government
Telangana,Medchal Malkajgiri,Ghatkesar,SC AREA,MAIN ROAD,BESIDE ZPHS,"SubCentre, Korremula",SubCentre,17.40509,78.66966,Rural,Functional,State Government
Telangana,Medchal Malkajgiri,Ghatkesar,RAMAKRISHNA COLONY,STREET NO 2,COMMUNITY HALL,"SubCentre, Peerzadiguda",SubCentre,17.4071478,78.59085381,Rural,Functional,State Government
Telangana,Medchal Malkajgiri,Ghatkesar,VILLAGE CENTRE,B.C. COLONY,OPP TO GRAMA PANCHAYAT,"SubCentre, Prathapasingaram",SubCentre,17.38649,78.66181,Rural,Functional,State Government
Telangana,Medchal Malkajgiri,Malkajgiri,Geetha Nagar Malkajgiri,Geetha Nagar Malkajgiri,Beside Malkajgiri Municipality Office,AREA HOSPITAL MALKAJGIRI,District Hospital,17.4503,78.5322,Rural,Functional,State Government
Telangana,Medchal Malkajgiri,Malkajgiri,Kummari basti,shivalayam street,Near Muncipal office,"Government Ayurvedic Dispensary, Gundiapochampally",Ayurveda dispensary,17.56765,78.47958,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Malkajgiri,Nizampet,"Kranthi Nagar, Miyapur Rd,",Miyapur road,Kranthi Nagar Community Hall (Basti Dawakhana),Urban health and wellness center (UHWC),17.5494375,78.3626406,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Malkajgiri,Medchal,"Panchsheel Enclave,, Caton Residential Two",Jeedimetla,Panchasheel community hall (Basti Dawakhana),Urban health and wellness center (UHWC),17.513868,78.491253,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Malkajgiri,Temple Alwal,OOP-Govt-School,Temple Alwal,Primary Health Centre Alwal,Primary Health Centre,17.50630162,78.50410983,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Malkajgiri,nizampet,gram panchayath office road,gram panchayath office,Ramnareshnagar Community Hall (Basti Dawakhana),Urban health and wellness center (UHWC),17.5173818,78.3952455,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Malkajgiri,nizampet,nizampet road,spnagar arch,Sardarpatel Nagar Community Hall (Basti Dawakhana),Urban health and wellness center (UHWC),17.5137201,78.3720385,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Malkajgiri,"Medipally, Medchal",Shivadurga Nagar Colony,Chengicherla,Shivadurga nagar community hall (Basti Dawakhana),Urban health and wellness center (UHWC),17.433741,78.59996,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Malkajgiri,Qutbullapur,Srinivas Nagar,Chinthal mainroad arch,Shivamma Colony Community Hall (Basti Dawakhana),Urban health and wellness center (UHWC),17.5115642,78.4037774,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Malkajgiri,Chintal,srinivas nagar road phase II,Gandhinagar,Srinivas Nagar phase II Community Hall (Basti Dawakhana),Urban health and wellness center (UHWC),17.4965823,78.4586554,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Malkajgiri,A.w.-Center,Ambedkar Nagar,Near Mazed,SubCentre Ambedkarnagar,SubCentre,17.48577012,78.49339709,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Malkajgiri,Mahela mandala Bhavan,Near Post office,Near Post office,SubCentre Kowkoor,SubCentre,17.52749069,78.53747785,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Malkajgiri,Near holypaith School,Near holypaith School,Near holypaith School,SubCentre Krishna Nagar,SubCentre,17.45232024,78.56866926,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Malkajgiri,,Seventh Temple Bus stop,Seventh Temple Bus stop,SubCentre Machabollaram,SubCentre,17.51386285,78.51373762,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Malkajgiri,Subhash nagar,,Govt-school,SubCentre Subhashnagar,SubCentre,17.48867373,78.50191846,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Malkajgiri,Venkatapuram,Last bust stop,Venkatapuram,SubCentre Venkatapuram,SubCentre,17.49334243,78.50346074,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Malkajgiri,Nagadevatha temple,Yapral chourastha,Near petrol bunk,SubCentre Yapral,SubCentre,17.50083002,78.53812829,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Malkajgiri,Community Hall,Butonguda,Near Railway  station,"SubCentre, Burtonguda",SubCentre,17.542079,78.516058,Urban,Functional,State Government
Telangana,Medchal Malkajgiri,Malkajgiri,Nizampet,Chenchuguda,Nizampet,Tulasi nagar Community Hall (Basti Dawakhana),Urban health and wellness center (UHWC),17.5052788,78.3969718,Urban,Functional,State Government
Telangana,Mulugu,Tadvai,Katapuram,Katapuram,Katapuram,", Primary Health CentreKatapuram",Primary Health Centre,17.476061,78.587517,Rural,Functional,State Government
Telangana,Mulugu,Venkatapuram,,Govt Hospital Line,Police Station,"Community Health Centre, Venkatapuram",Community Health Center,18.3028244,80.5521785,Rural,Functional,State Government
Telangana,Mulugu,Govindaraopet,Govindaraopet,MRO Office Lane,Near FCI Godown,"Government Ayurvedic Dispensary, Govindaraopet (NRHM)",Ayurveda dispensary,18.1943433,80.1352514,Rural,Functional,State Government
Telangana,Mulugu,Kannaigudem,Kannaigudem,Main Road,PHC,"Government Ayurvedic Dispensary, Kannaigudem (NRHM)",Ayurveda dispensary,18.5208953,80.3412017,Rural,Functional,State Government
Telangana,Mulugu,Mulug,Mallampally,Main Road,Near Water Tank,"Government Ayurvedic Dispensary, Mallampally (Regular)",Ayurveda dispensary,18.1114896,79.8485302,Rural,Functional,State Government
Telangana,Mulugu,Mangapet,Mangapet,PHC Road,Beside Govt. Veternary Hospital,"Government Ayurvedic Dispensary, Mangapet (NRHM)",Ayurveda dispensary,18.2509911,80.5121743,Rural,Functional,State Government
